"","R_basic","intervention_efficacy","Location","n_intros"
"227",0.24362381757237,0.92656738916412,"Marburg",20
"228",2.43020204594359,0.82390418020077,"Marburg",20
"229",0.392844652058557,0.656508832005784,"Marburg",20
"230",1.03457525884733,0.882625663187355,"Marburg",20
"231",0.454095589695498,0.858137383824214,"Marburg",20
"232",0.722324212314561,0.894838766427711,"Marburg",20
"233",0.32199719385244,0.818071746034548,"Marburg",20
"234",0.707211629720405,0.860296539962292,"Marburg",20
"235",0.756489016581327,0.766420122236013,"Marburg",20
"236",1.48771723452955,0.589299895102158,"Marburg",20
"237",0.0874936629552394,0.682706562569365,"Marburg",20
"238",0.214203231269494,0.220827916171402,"Marburg",20
"239",0.144478063099086,0.84452652791515,"Marburg",20
"240",1.22434780164622,0.709446581779048,"Marburg",20
"241",0.896980514517054,0.614546989789233,"Marburg",20
"242",0.0885112532414496,0.95161624555476,"Marburg",20
"243",0.729932647431269,0.702056043548509,"Marburg",20
"244",0.482519770273939,0.893257505493239,"Marburg",20
"245",0.36486392095685,0.290573692880571,"Marburg",20
"246",0.673739550635219,0.0697573709767312,"Marburg",20
